Term,args.go,filepathutils.go,filereader.go,invIndex.go,main.go,matrix.go,normilizer.go,rpn.go,tokenizer.go,../is1/files/SampleTextFile_200kb.txt,../is1/files/zbrka-tvorv.fb2,../is1/args.go,../is1/dictionary.go,../is1/dictionary.txt,../is1/file_utils.go,../is1/loader.go,../is1/main.go
дженет,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джентльмен,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джентльмена,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джентльменам,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джентльмени,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джерел,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
джерела,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джерело,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джерельце,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джерелі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джесс,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
джессіка,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джессіки,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джессіко,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джессікою,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джессіку,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джессіці,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
джигун,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джигуна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джигуне,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джмел,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
джмеля,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джмелів,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джозеф,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джозефа,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джон,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джона,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джоне,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джордже,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
джул,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
джулію,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джулія,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джуліє,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джулією,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джуліі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джулії,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джільєтто,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
джін,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дзбан,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дзбани,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дзв,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дзвенить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дзвони,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дзвін,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дзвінкий,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дзвінок,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дземне,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дзеркала,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дзеркало,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дзи,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дзиґарі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дзначити,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дзюркотить,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ди,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
див,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дива,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диви,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дививсь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивився,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивившись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивилась,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивилася,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивилися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивину,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивитесь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивитимусь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивитись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивитися,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивиться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивишся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивлюсь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивлюся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивляться,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивлячись,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивне,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивний,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивним,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивно,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивну,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диво,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивовижне,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивовижно,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивувався,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивуйсь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивуйтесь,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивуйтеся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивуюся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивують,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дивіться,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дий,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дик,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дика,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дике,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дикий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диким,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дикобраз,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дикобразі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дику,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дикі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дикій,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дим,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
димар,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дину,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дискантова,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дитина,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дитини,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дитино,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дитинства,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дитину,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дитя,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дитям,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дитячих,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дих,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
диханн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дихання,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диханням,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диханні,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дихати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дихає,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дичини,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дишуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диябль,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диявол,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диявола,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дияволе,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дияволи,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дияволиця,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дияволом,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дияволу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
диявольського,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дк,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дка,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дками,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкатися,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дки,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкидав,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкидаєте,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкинути,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкинуть,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкинь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дклад,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкладн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкладний,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкладним,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкласти,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дко,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкову,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дколи,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дком,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкор,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкоривсь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкорився,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкорись,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкоритись,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкоша,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкрався,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкралася,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкрив,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкривать,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкрила,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкрити,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкрито,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкрить,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкрию,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкриюсь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкриється,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкував,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дкувати,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дл,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дла,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длабузник,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длавши,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длайте,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длати,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длать,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длестив,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длещувати,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длещуй,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дли,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длий,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длих,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дло,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длоту,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длупцював,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длучен,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длюддя,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длюдн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
длюдному,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
для,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
длягаю,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дм,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмагайся,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дме,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дмикаючи,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмикає,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмова,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмови,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовив,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовився,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовили,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовите,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовитесь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовити,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовитись,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовить,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовиться,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовиш,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовлю,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовлюсь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовляйся,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовляйтеся,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовляється,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовляєш,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовте,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмовтесь,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмову,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмогу,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дморгує,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дмухаючи,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дмухнув,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
днайшов,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дне,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днеб,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днес,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днесе,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днесенький,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днеси,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днесли,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днести,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днесу,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днесуть,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днеє,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дний,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дник,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дника,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дники,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дником,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днику,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дним,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дними,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днин,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дних,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дниц,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дницю,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дниця,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дно,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дного,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дному,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дност,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дносячи,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дною,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дної,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дну,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днуть,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дньої,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дню,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дня,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
дняв,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дняка,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дняла,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дняти,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
днять,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
дні,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
днів,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дніпро,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
до,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доб,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добб,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
доббіна,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добереш,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доберуся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добийся,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добирати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доблесно,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добою,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добр,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
добра,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добран,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
добраніч,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добре,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добренько,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добривеч,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
добривечір,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добридень,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добрий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добрим,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добрими,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добрих,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добро,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добробуту,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добров,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
добровільно,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
доброго,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброд,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
добродій,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добродійка,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добродійко,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добродійнику,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добродію,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добродія,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добродіїв,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
доброзвичайн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
доброзвичайна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброзвичайність,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
доброзичливост,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
доброзичливості,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добром,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброму,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброст,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
добрості,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
доброти,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброто,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добротою,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброчесн,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
доброчесна,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброчесний,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброчесною,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброчесну,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброчесність,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
доброчешний,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
доброї,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добру,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добряга,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добрячий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добрячим,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добрячого,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добрі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добрій,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добрішої,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добу,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добувати,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добуває,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добуде,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добуду,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добути,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добуть,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
добіжить,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добірних,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
добірної,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
дов,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
довбен,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
довбене,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
довбешку,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
довг,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
довга,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
довгий,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
довгих,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
довго,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
довгоног,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
довгоногі,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
довгочасний,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
довгою,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
